1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Phase
-0.00115178,1.791e-05,4.795e-05,-0.00020184,0.00012097,2.577e-05,-0.00030668,0.00040814,-0.00024189,-0.00020756,0.00012034,2.474e-05,9.566e-05,-1.362e-05,-2.44e-06,1.418e-05,-3.417e-05,-3.83e-06,-0.00019873,-2.051e-05,-2.25e-05,1.439e-05,-3.468e-05,-3.81e-06,0.00115292,0.00023672,0.00056493,0.00024119,9.666e-05,3.72e-05,0.00020105,3.774e-05,D
0.00068018,0.0004873,3.784e-05,-6.211e-05,8.277e-05,2.801e-05,-9.99e-05,0.00033969,-7.005e-05,-6.966e-05,7.954e-05,2.657e-05,0.00011743,3.009e-05,-6.5e-07,8.96e-06,-2.45e-06,1.4e-07,1.326e-05,-4.39e-06,1.102e-05,8.84e-06,-2.62e-06,1.2e-07,0.00083758,0.00010721,0.00036094,0.00010902,0.00012123,9.29e-06,1.778e-05,9.22e-06,D
0.00039025,0.00035216,3.573e-05,5.121e-05,2.24e-05,3.277e-05,-0.00027662,0.00035059,-3.807e-05,4.204e-05,1.693e-05,3.091e-05,-0.00018121,-8.446e-05,-1.32e-06,7.083e-05,-3.773e-05,2.97e-06,-0.00011045,6.81e-06,1.999e-05,6.981e-05,-3.913e-05,2.71e-06,0.00052687,6.479e-05,0.0004482,5.486e-05,0.00019993,8.031e-05,0.00011246,8.008e-05,D
0.00030942,0.00016301,3.341e-05,4.058e-05,3.549e-05,5.856e-05,0.00025428,0.00024806,7.191e-05,2.806e-05,2.817e-05,5.605e-05,-2.608e-05,-6.102e-05,-7.5e-07,-3.43e-06,4.22e-06,8.32e-06,0.00017126,-3.307e-05,3.548e-05,-4.51e-06,3.63e-06,8.11e-06,0.00035132,7.959e-05,0.00036244,6.872e-05,6.636e-05,9.94e-06,0.000178,9.96e-06,D
-0.00041184,-0.00046441,2.28e-05,-1.613e-05,5.279e-05,8.462e-05,-0.00054214,-0.00027262,-0.00013103,-3.046e-05,4.455e-05,8.171e-05,-0.00015346,-0.00013349,-2.26e-06,-1.207e-05,3.68e-06,5.55e-06,-0.00016945,-0.00011078,-4.318e-05,-1.245e-05,3.48e-06,5.46e-06,0.00062113,0.00010103,0.00062082,9.792e-05,0.00020341,1.378e-05,0.00020701,1.404e-05,D
-0.00059239,-0.00077236,8.2e-07,-0.00047319,-0.00048465,3.525e-05,-0.00059906,-0.00050006,-8.368e-05,-0.00048776,-0.00049254,3.229e-05,-0.00012037,-0.00020531,-1.465e-05,-0.00030471,-0.00035829,-3.291e-05,-3.794e-05,-0.00015163,3.157e-05,-0.00030486,-0.00035806,-3.295e-05,0.00097338,0.00067826,0.00078481,0.00069394,0.00023844,0.00047149,0.00015946,0.00047142,D
-0.00159247,-0.00093598,-8.43e-06,-0.00033688,-0.0005339,-3.25e-06,-0.00093164,-0.00056307,-0.00031459,-0.0003474,-0.00053982,-5.39e-06,-0.00031252,-5.113e-05,-2.89e-06,4.26e-05,-1.539e-05,-1.203e-05,-0.00010393,-1.969e-05,-7.216e-05,4.386e-05,-1.477e-05,-1.177e-05,0.00184718,0.00063131,0.00113312,0.00064197,0.00031669,4.686e-05,0.00012805,4.776e-05,D
-0.00157419,-0.0009266,-7.8e-06,-0.00030524,-0.00069904,-8.4e-06,0.00037188,-0.00041163,-0.00021384,-0.00031931,-0.00070695,-1.123e-05,5.89e-06,3.02e-06,2.1e-07,1.021e-05,-5.327e-05,-1.66e-06,0.00042049,4.885e-05,3.25e-05,9.06e-06,-5.391e-05,-1.89e-06,0.00182668,0.00076283,0.00059452,0.0007758,6.63e-06,5.427e-05,0.00042456,5.47e-05,D
-0.00174528,-0.00086837,-9.43e-06,-0.00022904,-0.00022721,1.844e-05,-0.00110454,-0.00066614,2.113e-05,-0.00023839,-0.00023249,1.661e-05,-0.00011406,3.882e-05,-1.09e-06,5.08e-05,0.00031456,1.789e-05,-0.00098428,-0.00016967,0.00015665,5.394e-05,0.00031631,1.856e-05,0.0019494,0.00032314,0.00129003,0.0003334,0.00012049,0.00031914,0.00101101,0.00032141,D
-0.00054361,-0.00036777,5.38e-06,-0.00018607,-0.0002173,1.171e-05,-0.00167709,-0.00061205,0.00017845,-0.00019385,-0.00022159,1.02e-05,0.00037552,0.00015644,4.63e-06,1.343e-05,3.09e-06,-2.1e-06,-0.00017892,1.69e-05,4.916e-05,1.392e-05,3.41e-06,-2e-06,0.00065635,0.00028632,0.00179418,0.00029459,0.00040683,1.394e-05,0.00018632,1.447e-05,D
-0.00065737,-0.00031664,6.89e-06,-0.00020767,-0.00018221,9.61e-06,-0.0020254,-0.00055725,0.00026091,-0.00021376,-0.0001856,8.4e-06,-3.669e-05,1.649e-05,4.9e-07,-6.97e-06,1.132e-05,-6.8e-07,-0.00011236,1.768e-05,2.66e-05,-6.42e-06,1.161e-05,-5.8e-07,0.00072969,0.00027644,0.0021168,0.00028322,4.023e-05,1.331e-05,0.00011681,1.328e-05,D
-0.00028601,-6.591e-05,3.25e-06,0.00060054,2.164e-05,9.51e-06,-0.0003977,-0.00013183,4.433e-05,0.00059395,1.76e-05,8.19e-06,0.00011979,8.088e-05,-1.18e-06,0.00026071,6.576e-05,-3e-08,0.00052506,0.00013723,-6.987e-05,0.00026055,6.555e-05,-7e-08,0.00029353,0.000601,0.00042132,0.00059426,0.00014454,0.00026888,0.00054718,0.00026867,D
-0.00010488,7.783e-05,-6.6e-07,0.00060352,6.136e-05,1.72e-06,0.00022501,0.00015919,8.234e-05,0.00059946,5.896e-05,8.8e-07,5.843e-05,4.637e-05,-1.26e-06,9.6e-07,1.281e-05,-2.51e-06,0.00020088,9.388e-05,1.226e-05,1.78e-06,1.334e-05,-2.36e-06,0.00013061,0.00060664,0.00028767,0.00060235,7.46e-05,1.309e-05,0.00022207,1.367e-05,D
-0.00017943,4.219e-05,4.94e-06,0.00069165,0.0001682,2.192e-05,-0.00042022,3.934e-05,0.00020247,0.00068748,0.00016577,2.107e-05,-2.405e-05,-1.15e-05,1.81e-06,2.843e-05,3.446e-05,6.52e-06,-0.00020814,-3.866e-05,3.875e-05,2.839e-05,3.445e-05,6.51e-06,0.00018439,0.00071215,0.00046811,0.0007075,2.671e-05,4.515e-05,0.00021522,4.512e-05,D
-0.00024906,0.00010693,1.542e-05,0.00021754,0.00018128,3.409e-05,-0.00046189,1.346e-05,0.00017437,0.00021788,0.00018182,3.414e-05,-2.176e-05,2.023e-05,3.27e-06,-0.00014816,4.09e-06,3.8e-06,-1.302e-05,-8.09e-06,-8.78e-06,-0.00014675,5.02e-06,4.08e-06,0.00027148,0.00028522,0.00049389,0.00028582,2.989e-05,0.00014827,1.767e-05,0.00014689,D
-0.00048989,0.0001368,-1.4e-07,0.00038401,0.00030571,1.49e-05,-0.00052561,-3.802e-05,0.00010678,0.00039071,0.00031077,1.618e-05,-3.884e-05,4.82e-06,-2.51e-06,2.685e-05,2.007e-05,-3.1e-06,-1.028e-05,-8.3e-06,-1.09e-05,2.788e-05,2.08e-05,-2.9e-06,0.00050863,0.00049107,0.00053769,0.00049949,3.922e-05,3.366e-05,1.713e-05,3.49e-05,D
-0.00038382,0.00011404,-1.54e-06,0.00011931,0.00012721,-2.9e-07,2.283e-05,2.822e-05,3.19e-06,0.00012427,0.00013098,6.3e-07,2.257e-05,-4.84e-06,-3e-07,-5.632e-05,-3.798e-05,-3.23e-06,0.00011669,1.409e-05,-2.204e-05,-5.669e-05,-3.825e-05,-3.31e-06,0.00040041,0.0001744,3.644e-05,0.00018055,2.308e-05,6.801e-05,0.00011959,6.847e-05,D
-0.00034172,5.516e-05,-1.79e-06,0.00022221,7.84e-05,-9.16e-06,0.00017785,0.00013934,-2.128e-05,0.00022384,7.98e-05,-8.88e-06,2.807e-05,-3.925e-05,-1.7e-07,6.86e-05,-3.254e-05,-5.91e-06,0.00010335,7.408e-05,-1.631e-05,6.638e-05,-3.412e-05,-6.34e-06,0.00034615,0.00023581,0.00022693,0.00023781,4.826e-05,7.616e-05,0.0001282,7.491e-05,D
-0.00015552,-7.791e-05,2.2e-06,-0.000287,-9.315e-05,-2.251e-05,0.00057069,0.00029398,-7.922e-05,-0.00029223,-9.67e-05,-2.354e-05,5.819e-05,-4.158e-05,1.25e-06,-0.00015913,-5.361e-05,-4.17e-06,0.00012276,4.832e-05,-1.811e-05,-0.00016127,-5.515e-05,-4.58e-06,0.00017395,0.00030258,0.00064683,0.00030871,7.153e-05,0.00016797,0.00013317,0.0001705,D
-0.00024876,-3.412e-05,8.58e-06,-0.00013025,-3.698e-05,1.274e-05,0.00144439,0.00036405,1.549e-05,-0.00013453,-3.986e-05,1.193e-05,-3.008e-05,1.413e-05,2.06e-06,5.057e-05,1.812e-05,1.137e-05,0.00028184,2.26e-05,3.055e-05,5.087e-05,1.834e-05,1.144e-05,0.00025124,0.000136,0.00148964,0.00014082,3.33e-05,5.49e-05,0.00028439,5.527e-05,D
-0.00020811,0.00017282,-2.669e-05,-0.00026921,0.00015453,-1.312e-05,0.00094713,0.00021015,9.543e-05,-0.00025765,0.0001629,-1.092e-05,1.311e-05,6.675e-05,-1.138e-05,-4.482e-05,6.178e-05,-8.34e-06,-0.00016041,-4.964e-05,2.579e-05,-3.972e-05,6.54e-05,-7.37e-06,0.00027183,0.00031068,0.00097485,0.00030503,6.897e-05,7.678e-05,0.00016988,7.687e-05,D
-0.00013815,0.00020772,-2.295e-05,-0.00027638,-2.91e-06,1.416e-05,0.00044,0.00010603,0.00018447,-0.00026459,5.62e-06,1.64e-05,2.257e-05,1.126e-05,1.21e-06,-2.31e-06,-5.079e-05,8.8e-06,-0.00016359,-3.359e-05,2.872e-05,-2.24e-06,-5.073e-05,8.81e-06,0.00025052,0.00027675,0.00048874,0.00026516,2.525e-05,5.16e-05,0.00016946,5.154e-05,D
-4.846e-05,0.00016945,-3.535e-05,-0.00347269,-0.00129744,-0.00029101,-0.00027494,0.00011452,9.765e-05,-0.00346048,-0.00128857,-0.00028868,2.893e-05,-1.234e-05,-4e-06,-0.00103107,-0.00041759,-9.844e-05,-0.00023063,2.74e-06,-2.801e-05,-0.00103093,-0.00041748,-9.841e-05,0.00017976,0.00371855,0.00031344,0.00370387,3.171e-05,0.00111677,0.00023234,0.0011166,D
-2.459e-05,-2.837e-05,-4.95e-06,-0.01065095,-0.0070581,-0.00124896,-0.00022856,0.00013335,9.983e-05,-0.00534243,-0.00150123,-0.00046499,7.46e-06,-6.182e-05,9.5e-06,-0.00224321,-0.00180021,-0.00029936,1.449e-05,5.88e-06,6.8e-07,-0.00058811,-6.646e-05,-5.51e-05,3.787e-05,0.01283821,0.00028282,0.0055688,6.299e-05,0.00289177,1.566e-05,0.00059441,D
0.00035857,-4.579e-05,-1.679e-05,-0.00994337,-0.00642433,-0.00111473,-4.228e-05,6.377e-05,0.000113,-0.00418629,-0.00121486,-0.00034153,8.33e-05,-3.79e-06,-2.58e-06,0.00015382,0.00013778,2.918e-05,4.05e-05,-1.512e-05,2.86e-06,0.00025134,6.225e-05,2.684e-05,0.00036187,0.01189055,0.00013647,0.00437236,8.342e-05,0.00020855,4.332e-05,0.00026032,D
0.00020031,0.00010885,-4.544e-05,-0.00683079,-0.00457662,-0.00081695,-0.00037661,3.574e-05,-3.13e-06,-0.0032016,5.861e-05,-0.00040314,-3.367e-05,3.29e-05,-6.09e-06,0.00066225,0.00039313,6.336e-05,-7.113e-05,-5.96e-06,-2.471e-05,0.00020951,0.00027095,-1.311e-05,0.00023246,0.00826272,0.00037832,0.00322742,4.747e-05,0.00077275,7.554e-05,0.00034275,D
0.00050286,0.00017449,-5.191e-05,-0.00142123,-0.00041155,-8.051e-05,0.00032631,7.867e-05,-0.00021174,-0.00185689,3.914e-05,-0.00028438,9.76e-05,2.117e-05,-2.09e-06,0.00174502,0.00134357,0.00023756,0.00022675,1.385e-05,-6.729e-05,0.00043378,-6.28e-06,3.831e-05,0.0005348,0.00148181,0.00039686,0.00187895,9.989e-05,0.00221511,0.00023693,0.00043551,D
0.00097569,0.00066713,-8.19e-06,-0.0010274,-0.00029878,-7.4e-05,0.00053638,0.00027066,-0.0002633,-0.00377917,-0.00018247,-0.00054832,0.00014776,0.00015395,1.366e-05,0.00012307,3.524e-05,2.03e-06,6.565e-05,6e-05,-1.611e-05,-0.00060071,-6.925e-05,-8.248e-05,0.00118199,0.00107252,0.00065596,0.0038231,0.00021382,0.00012804,9.038e-05,0.00061029,D
0.00109625,0.00053439,3.338e-05,-0.0003923,-0.00052877,-3.948e-05,0.00080744,0.0002555,-0.00017546,-0.0016874,-0.00034275,-0.00021968,3.889e-05,-4.282e-05,1.341e-05,0.00020487,-7.419e-05,1.114e-05,8.744e-05,-4.89e-06,2.834e-05,0.00067477,-5.17e-05,0.00010601,0.00122002,0.00065959,0.00086488,0.00173582,5.938e-05,0.00021818,9.204e-05,0.000685,D
0.00058517,0.00045084,5.236e-05,-0.00035832,-0.00051843,-2.871e-05,-0.00050254,-4.8e-07,0.00011266,-0.00144945,-0.00028385,-0.00017069,-0.00016487,-2.695e-05,6.12e-06,1.096e-05,3.34e-06,3.48e-06,-0.00042257,-8.258e-05,9.294e-05,7.676e-05,1.9e-05,1.58e-05,0.00074055,0.00063086,0.00051501,0.00148681,0.00016717,1.197e-05,0.00044048,8.064e-05,D
-0.00012729,-0.00010191,4.42e-06,-6.249e-05,-0.00018203,-7.86e-06,-4.29e-05,-0.00011015,-2.371e-05,0.00016927,5.72e-06,1.351e-05,-0.00011491,-8.915e-05,-7.73e-06,4.771e-05,5.426e-05,3.36e-06,7.414e-05,-1.769e-05,-2.2e-05,0.00026108,4.67e-05,2.971e-05,0.00016312,0.00019262,0.00012056,0.0001699,0.00014565,7.233e-05,7.933e-05,0.00026689,D
0.00017194,-0.00010501,9.77e-06,-0.00091669,-0.00053767,-6.839e-05,-0.00037849,-0.00014237,8.443e-05,-0.00046193,-3.897e-05,-6.193e-05,9.351e-05,-9.7e-07,1.67e-06,-0.00026694,-0.00011114,-1.892e-05,-0.00010487,-1.007e-05,3.38e-05,-0.00019725,-1.397e-05,-2.357e-05,0.00020171,0.00106493,0.0004131,0.00046769,9.353e-05,0.00028977,0.00011064,0.00019914,D
0.00023678,-7.168e-05,-2.52e-06,-0.00077579,-0.0004719,-6.401e-05,0.00131579,0.00011908,-0.00027442,0.00080672,-0.00026037,0.00015384,1.41e-05,7.24e-06,-2.67e-06,3.063e-05,1.43e-05,9.5e-07,0.00036832,5.684e-05,-7.801e-05,0.00027579,-4.813e-05,4.691e-05,0.00024741,0.0009103,0.00134937,0.00086155,1.607e-05,3.382e-05,0.00038076,0.00028387,D
0.00024735,-0.00011058,2.9e-07,-0.00089018,-0.00055923,-6.984e-05,0.00156446,-0.00012046,-9.121e-05,0.00080433,-0.00019582,0.00017064,3.3e-06,-1.215e-05,8.8e-07,-3.574e-05,-2.729e-05,-1.82e-06,7.771e-05,-7.486e-05,5.725e-05,-7.5e-07,2.017e-05,5.25e-06,0.00027094,0.00105358,0.00157174,0.00084523,1.263e-05,4.501e-05,0.00012215,2.086e-05,D
7.526e-05,-5.202e-05,-1.068e-05,-5.322e-05,1.279e-05,3.72e-06,0.00177766,-1.744e-05,-0.00018189,0.00114584,-4.577e-05,0.00019966,-3.741e-05,1.273e-05,-2.38e-06,0.00018195,0.00012435,1.599e-05,4.635e-05,2.24e-05,-1.971e-05,7.424e-05,3.262e-05,6.31e-06,9.211e-05,5.487e-05,0.00178702,0.001164,3.959e-05,0.00022096,5.512e-05,8.134e-05,D
0.00027396,-9.845e-05,1.32e-06,-0.00016216,4.737e-05,-6.2e-07,0.00038209,-0.00029492,0.0002316,-0.00051948,0.00029691,-7.761e-05,6.21e-05,-1.451e-05,3.75e-06,-3.404e-05,1.081e-05,-1.36e-06,-0.00043611,-8.671e-05,0.00012922,-0.00052041,0.00010709,-8.665e-05,0.00029112,0.00016894,0.00053536,0.00060336,6.388e-05,3.574e-05,0.00046305,0.00053833,D
0.0001247,-8.723e-05,8.5e-07,-0.00030681,3.796e-05,-1.811e-05,0.00010155,-9.586e-05,8.325e-05,-0.00045029,0.00015436,-8.525e-05,-4.815e-05,3.62e-06,-1.5e-07,-4.666e-05,-3.04e-06,-5.64e-06,-9.05e-05,6.421e-05,-4.785e-05,2.232e-05,-4.598e-05,-2.47e-06,0.00015219,0.00030968,0.00016258,0.00048359,4.828e-05,4.71e-05,0.00012084,5.117e-05,D
0.00243808,0.00069379,-4.488e-05,-0.00062523,9.239e-05,-4.558e-05,-0.00026634,-0.00022247,0.00018295,0.00086447,0.00022971,0.00023126,0.00049221,0.00016618,-9.73e-06,-6.775e-05,1.158e-05,-5.84e-06,-7.827e-05,-2.694e-05,2.121e-05,0.00027974,1.603e-05,6.734e-05,0.00253527,0.00063366,0.0003923,0.00092388,0.00051959,6.898e-05,8.545e-05,0.00028817,D
0.00263884,0.0008127,-5.158e-05,-0.0007422,0.00012774,-5.181e-05,0.0003744,4.454e-05,-7.875e-05,0.00058397,0.0001609,0.00020397,6.476e-05,3.836e-05,-2.16e-06,-3.773e-05,1.14e-05,-2.01e-06,0.00020669,8.613e-05,-8.442e-05,-9.048e-05,-2.22e-05,-8.81e-06,0.00276163,0.00075489,0.00038518,0.00063915,7.53e-05,3.947e-05,0.0002393,9.358e-05,D
0.00223688,0.00065489,-5.744e-05,-0.00073558,0.00014102,-6.454e-05,0.0004359,8.758e-05,-9.94e-05,0.00070985,4.904e-05,0.0002777,-8.552e-05,-3.358e-05,-1.25e-06,1.41e-06,2.83e-06,-2.71e-06,1.308e-05,9.16e-06,-4.39e-06,2.678e-05,-2.38e-05,1.569e-05,0.00233148,0.00075175,0.00045559,0.00076382,9.189e-05,4.16e-06,1.656e-05,3.911e-05,D
0.00323261,-0.0007443,-6.369e-05,-0.00088119,4.097e-05,-5.382e-05,0.00118305,0.00021408,-0.00019386,3.391e-05,-0.00017133,0.00014937,0.00032121,-0.00045135,-2.02e-06,-4.697e-05,-3.227e-05,3.46e-06,0.00024102,4.081e-05,-3.047e-05,-0.00021804,-7.109e-05,-4.14e-05,0.00331781,0.00088378,0.00121779,0.00022982,0.00055398,5.709e-05,0.00024634,0.00023305,D
-0.00871929,-0.00226976,0.00125002,-0.00081764,-9.503e-05,-2.795e-05,0.00011122,-0.00014483,6.903e-05,0.00101068,-2.359e-05,0.00027829,-0.00385545,-0.00049208,0.00042378,2.05e-05,-4.387e-05,8.34e-06,-0.00034575,-0.00011578,8.48e-05,0.00031509,4.766e-05,4.159e-05,0.00909617,0.00082362,0.00019523,0.00104856,0.00390976,4.914e-05,0.00037435,0.00032137,D
0.00314807,-0.00034994,2.416e-05,-0.00087898,-0.00021746,9.29e-06,-0.00035096,-0.00027619,0.00013181,0.00078667,2.002e-05,0.00021683,0.00382818,0.0006193,-0.00039544,-1.979e-05,-3.949e-05,1.201e-05,-0.00014909,-4.237e-05,2.025e-05,-7.226e-05,1.407e-05,-1.983e-05,0.00316755,0.00090553,0.00046565,0.00081625,0.00389806,4.578e-05,0.00015631,7.624e-05,D
-0.00075536,0.00047611,7.955e-05,-0.00038023,-8.362e-05,6.918e-05,-0.00073758,-0.00041291,0.0001618,-4.814e-05,-4.531e-05,7.528e-05,-0.00125917,0.00026647,1.787e-05,0.00016089,4.317e-05,1.932e-05,-0.00012472,-4.41e-05,9.68e-06,-0.00026929,-2.107e-05,-4.566e-05,0.00089642,0.00039541,0.00086064,0.00010019,0.00128718,0.0001677,0.00013264,0.00027395,D
0.01137188,0.00149653,-0.00130861,-0.00017715,0.00021265,8.22e-06,-0.00038051,-0.0001003,8.03e-05,-0.00031308,-0.00012305,-2.199e-05,0.00258026,0.00021711,-0.00029535,4.321e-05,6.304e-05,-1.297e-05,7.597e-05,6.651e-05,-1.734e-05,-5.637e-05,-1.654e-05,-2.07e-05,0.01154434,0.0002769,0.00040162,0.00033711,0.00260617,7.752e-05,0.00010245,6.229e-05,D
-0.0001096,-0.00023445,-2.514e-05,-0.00024076,0.0001265,-1.655e-05,-0.00044619,-3.162e-05,6.092e-05,-9.446e-05,-6.626e-05,5.32e-06,-0.00147199,-0.00022192,0.00016455,-8.16e-06,-1.105e-05,-3.18e-06,-8.42e-06,8.8e-06,-2.49e-06,2.803e-05,7.28e-06,3.5e-06,0.00026002,0.00027247,0.00045144,0.0001155,0.00149769,1.409e-05,1.243e-05,2.917e-05,D
4.959e-05,-0.0003123,-4.677e-05,-0.00037277,8.936e-05,-5.593e-05,-0.00041372,0.00010586,-4.9e-06,-9.591e-05,3.923e-05,-1.861e-05,5.135e-05,-2.511e-05,-6.98e-06,-4.258e-05,-1.198e-05,-1.27e-05,1.048e-05,4.435e-05,-2.123e-05,-4.7e-07,3.403e-05,-7.72e-06,0.00031965,0.00038739,0.00042707,0.00010528,5.759e-05,4.602e-05,5.028e-05,3.49e-05,D
-0.00050385,-0.0001007,-7.01e-06,-0.00053355,-0.00011217,-4.237e-05,-0.00061072,-2.587e-05,-9.26e-06,-0.00027791,-8.343e-05,1.21e-05,-0.00017295,6.612e-05,1.243e-05,-5.025e-05,-6.298e-05,4.24e-06,-6.156e-05,-4.117e-05,-1.36e-06,-5.687e-05,-3.833e-05,9.59e-06,0.00051386,0.00054686,0.00061134,0.00029041,0.00018558,8.068e-05,7.407e-05,6.925e-05,D
-0.00062904,-0.00022496,-3.37e-05,-0.00055629,-0.00018917,-1.928e-05,-0.0006329,4.515e-05,1.94e-06,-0.00057079,-0.00060802,-7.67e-06,-4.038e-05,-4.008e-05,-8.61e-06,-7.34e-06,-2.484e-05,7.45e-06,-7.16e-06,2.291e-05,3.61e-06,-9.448e-05,-0.00016922,-6.38e-06,0.0006689,0.0005879,0.00063451,0.000834,5.755e-05,2.695e-05,2.427e-05,0.00019392,D
-0.00062319,-2.4e-06,-1.68e-06,0.00018449,-0.00033498,6.6e-05,-0.00067835,8e-06,3.713e-05,-0.00030378,-0.00093648,-2.007e-05,1.88e-06,7.18e-05,1.033e-05,0.00023896,-4.703e-05,2.751e-05,-1.466e-05,-1.199e-05,1.135e-05,8.613e-05,-0.00010595,-4e-06,0.0006232,0.00038808,0.00067941,0.00098472,7.256e-05,0.00024509,2.208e-05,0.0001366,D
-0.00048109,-2.704e-05,6.13e-06,0.00906961,0.00377265,0.00154202,-0.0004557,0.00018281,9.958e-05,-0.00035923,-0.0010277,-8.236e-05,4.584e-05,-7.95e-06,2.52e-06,0.00286617,0.00132504,0.00047613,7.182e-05,5.639e-05,2.014e-05,-1.789e-05,-2.943e-05,-2.009e-05,0.00048189,0.00994327,0.000501,0.00109178,4.659e-05,0.00319333,9.351e-05,3.987e-05,D
-0.01468031,-0.00102569,0.00171545,0.01001997,0.00339094,0.00135202,-0.00029027,0.00024702,0.00011556,-0.00023332,-0.00064252,-0.00010642,-0.00458039,-0.00032215,0.0005514,0.00030657,-0.00012313,-6.129e-05,5.336e-05,2.071e-05,5.16e-06,4.061e-05,0.00012425,-7.76e-06,0.01481575,0.01066425,0.00039828,0.00069181,0.0046247,0.00033601,5.748e-05,0.00013095,D
